name,city,state,lat,lon
Albertville High School,Albertville,Alabama,34.2622,-86.2049
Asbury High School,Albertville,Alabama,34.3625,-86.142
Douglas High School,Douglas,Alabama,34.178658,-86.319462
Kate D Smith DAR High School,Grant,Alabama,34.53375,-86.254153
Marshall Technical School,Guntersville,Alabama,34.3054,-86.2859
Brindlee Mountain High School,Guntersville,Alabama,34.3764,-86.4219
Hoover High School,Hoover,Alabama,33.3444,-86.8377
Spain Park High School,Hoover,Alabama,33.3927,-86.7288
Crossroads School,Hoover,Alabama,33.337604,-86.840932
Riverchase Career Connection Center,Hoover,Alabama,33.34668,-86.80969
Bob Jones High School,Madison,Alabama,34.7192,-86.7425
James Clemens High School,Madison,Alabama,34.705886,-86.791802
E H Gentry Technical Facility,Talladega,Alabama,33.42544,-86.117706
Leeds High School,Leeds,Alabama,33.547574,-86.574182
Boaz High School,Boaz,Alabama,34.2118,-86.1639
HewittTrussville High School,Trussville,Alabama,33.665684,-86.590765
Benjamin Russell High School,Alexander City,Alabama,32.9377,-85.9508
Andalusia High School,Andalusia,Alabama,31.3154,-86.4708
Anniston High School,Anniston,Alabama,33.6612,-85.82
Anniston City Boot Camp School,Anniston,Alabama,33.708165,-85.822863
Arab High School,Arab,Alabama,34.329247,-86.48857
Athens High School,Athens,Alabama,34.812486,-86.949822
Etowah High School,Attalla,Alabama,33.996,-86.1109
Saraland High School,Saraland,Alabama,30.796015,-88.100153
Chickasaw City High School,Chickasaw,Alabama,30.757103,-88.078474
Satsuma High School,Satsuma,Alabama,30.8471,-88.0569
Thompson High School,Alabaster,Alabama,33.222102,-86.845962
Pelham High School,Pelham,Alabama,33.312895,-86.82121
Pike Road High School,Pike Road,Alabama,32.355003,-86.102682
Acceleration Day and Evening Academy,MOBILE,Alabama,30.672421,-88.138607
University Charter School  Secondary,Livingston,Alabama,32.595845,-88.189756
Gulf Shores High School,Gulf Shores,Alabama,30.269146,-87.675805
Auburn High School,Auburn,Alabama,32.603878,-85.446081
Magic City Acceptance Academy,Birmingham,Alabama,33.470676,-86.829899
Marbury High School,Deatsville,Alabama,32.619027,-86.481999
Prattville High School,Prattville,Alabama,32.5005,-86.4716
Autauga County Technology Center,Prattville,Alabama,32.500629,-86.473537
Louise M Smith Development Center,Prattville,Alabama,32.448195,-86.421643
Robertsdale High School,Robertsdale,Alabama,30.540413,-87.706485
Elberta High School,Elberta,Alabama,30.4198,-87.5998
Fairhope High School,Fairhope,Alabama,30.498068,-87.8836
North Baldwin Center For Technology,Bay Minette,Alabama,30.8656,-87.7837
South Baldwin Center For Technology,Robertsdale,Alabama,30.5495,-87.6962
Daphne High School,Daphne,Alabama,30.6388,-87.8641
Foley High School,Foley,Alabama,30.3817,-87.6893
Baldwin County High School,Bay Minette,Alabama,30.8937,-87.794
Spanish Fort High School,Spanish Fort,Alabama,30.6887,-87.8541
CF Taylor Alternative School,Robertsdale,Alabama,30.552507,-87.698735
Baldwin County Virtual School,Daphne,Alabama,30.584455,-87.899726
Barbour County High School,Clayton,Alabama,31.868278,-85.44613
Bessemer City High School,Bessemer,Alabama,33.370885,-86.999217
New Horizon Alternative School,Bessemer,Alabama,33.4023,-86.9582
Bessemer Center For Technology,Bessemer,Alabama,33.370885,-86.999217
Bibb County High School,Centreville,Alabama,32.9472,-87.1426
West Blocton High School,West Blocton,Alabama,33.1131,-87.1284
Bibb County Career Academy,West Blocton,Alabama,33.0518,-87.136
Huffman High SchoolMagnet,Birmingham,Alabama,33.611201,-86.683271
JacksonOlin High School,Birmingham,Alabama,33.518499,-86.892235
Parker High School,Birmingham,Alabama,33.514596,-86.829301
Ramsay High School,Birmingham,Alabama,33.4976,-86.7986
Wenonah High School,Birmingham,Alabama,33.45457,-86.884829
Woodlawn High SchoolMagnet,Birmingham,Alabama,33.5422,-86.7521
Dupuy Alternative School,Birmingham,Alabama,33.547981,-86.769366
George Washington Carver High School,Birmingham,Alabama,33.5584,-86.828
Homebound High School,Birmingham,Alabama,33.519899,-86.808778
Cleveland High School,Cleveland,Alabama,33.9932,-86.5736
Hayden High School,Hayden,Alabama,33.8869,-86.7681
JB Pennington High School,Blountsville,Alabama,34.0858,-86.5888
Locust Fork High School,Locust Fork,Alabama,33.9084,-86.6179
Susan Moore High School,Blountsville,Alabama,34.0828,-86.4303
Blount County Career Technical Center,Cleveland,Alabama,33.991488,-86.561712
TR Miller High School,Brewton,Alabama,31.1382,-87.0704
Bullock County High School,Union Springs,Alabama,32.129773,-85.722772
Bullock County Career Technical Center,Union Springs,Alabama,32.142862,-85.712739
Greenville High School,Greenville,Alabama,31.837042,-86.65194
Butler County Area Vocational School,Greenville,Alabama,31.837042,-86.65194
Alexandria High School,Alexandria,Alabama,33.775146,-85.887066
Ohatchee High School,Ohatchee,Alabama,33.786,-86.0014
Saks High School,Anniston,Alabama,33.7022,-85.8367
Weaver High School,Weaver,Alabama,33.7471,-85.8309
White Plains High School,Anniston,Alabama,33.747043,-85.686986
Calhoun County Career Technical Center,Jacksonville,Alabama,33.801672,-85.757907
Pleasant Valley High School,Jacksonville,Alabama,33.885484,-85.816324
Wellborn High School,Anniston,Alabama,33.6525,-85.882
Lafayette High School,Lafayette,Alabama,32.8994,-85.3965
Valley High School,Valley,Alabama,32.8022,-85.1815
Inspire Academy,Lafayette,Alabama,32.890312,-85.381482
Inspire Virtual Academy,LaFayette,Alabama,32.890312,-85.381482
Cherokee County High School,Centre,Alabama,34.1638,-85.6587
Cherokee County Career  Technology Center,Centre,Alabama,34.1597,-85.6865
Jemison High School,Jemison,Alabama,32.9655,-86.7483
W A Lecroy Career  Technical Center,Clanton,Alabama,32.8321,-86.6736
Chilton County High School,Clanton,Alabama,32.8219,-86.6127
Chilton County Alternative School,Clanton,Alabama,32.840923,-86.62477
Choctaw County High School,Butler,Alabama,32.0798,-88.2332
Southern Choctaw High School,Gilbertown,Alabama,31.8429,-88.3193
Clarke County High School,Grove Hill,Alabama,31.705821,-87.77412
Jackson High School,Jackson,Alabama,31.5482,-87.8851
Central High School of Clay County,Lineville,Alabama,33.290823,-85.787937
Cleburne County High School,Heflin,Alabama,33.648138,-85.571924
Ranburne High School,Ranburne,Alabama,33.523373,-85.346519
Cleburne County Career Technical School,Heflin,Alabama,33.597278,-85.482177
Cleburne County Alternative School,Heflin,Alabama,33.597278,-85.482177
New Brockton High School,New Brockton,Alabama,31.380382,-85.935457
Cherokee High School,Cherokee,Alabama,34.7657,-87.9633
Colbert County High School,Leighton,Alabama,34.6955,-87.5244
Colbert Heights High School,Tuscumbia,Alabama,34.669434,-87.700833
Hillcrest High School,Evergreen,Alabama,31.431297,-86.937172
Genesis School,Evergreen,Alabama,31.431297,-86.937172
Conecuh County Area Vocational Center,Evergreen,Alabama,31.433284,-86.94062
Central High School,Rockford,Alabama,33.006452,-86.201187
Florala High School,Florala,Alabama,31.0028,-86.3368
Straughn High School,Andalusia,Alabama,31.3906,-86.4157
Crenshaw County Career Academy,Luverne,Alabama,31.7051,-86.2677
Cullman High School,Cullman,Alabama,34.1885,-86.8418
Cullman City Career Tech,Cullman,Alabama,34.1792,-86.8405
Cold Springs High School,Bremen,Alabama,33.982384,-87.032348
Fairview High School,Cullman,Alabama,34.255046,-86.687902
Good Hope High School,Cullman,Alabama,34.1035,-86.8797
Hanceville High School,Hanceville,Alabama,34.0612,-86.7608
Holly Pond High School,Holly Pond,Alabama,34.1769,-86.619
Vinemont High School,Vinemont,Alabama,34.244071,-86.864278
West Point High School,Cullman,Alabama,34.2373,-86.9633
Cullman Area Technology Academy,Cullman,Alabama,34.2227,-86.8569
Cullman Area Resource Education,Cullman,Alabama,34.207556,-87.053468
Dale County High School,Midland City,Alabama,31.320654,-85.504214
George W Long High School,Skipperville,Alabama,31.559,-85.5509
Opportunity Academy,Ozark,Alabama,31.45128,-85.65335
Bridge Academy,Ozark,Alabama,31.425051,-85.616218
Daleville High School,Daleville,Alabama,31.316204,-85.709728
Dallas County High School,Plantersville,Alabama,32.661814,-86.929631
Keith MiddleHigh School,Orrville,Alabama,32.292538,-87.235715
Southside High School,Selma,Alabama,32.327267,-86.928401
Dallas County Career Technical Center,Selma,Alabama,32.372036,-87.016634
Alternative School,Fort Payne,Alabama,34.460201,-85.703264
Dekalb Technical Center,Rainsville,Alabama,34.49173,-85.8406
Crossville High School,Crossville,Alabama,34.290223,-85.996301
Austin High School,Decatur,Alabama,34.563684,-87.049556
Decatur High School,Decatur,Alabama,34.593282,-86.97216
Decatur High Developmental,Decatur,Alabama,34.593282,-86.97216
Career Technical Center,Decatur,Alabama,34.57954,-87.007634
Demopolis High School,Demopolis,Alabama,32.494584,-87.845732
PASS Academy,Dothan,Alabama,31.2429,-85.3885
Dothan Technology Center,Dothan,Alabama,31.2665,-85.3811
Dothan High School,Dothan,Alabama,31.2676,-85.3814
Dothan City Virtual School,Dothan,Alabama,31.209408,-85.395181
Elba High School,Elba,Alabama,31.427146,-86.10309
Elba Area Vocational School,Elba,Alabama,31.427146,-86.10309
Elmore County High School,Eclectic,Alabama,32.6338,-86.0296
Holtville High School,Deatsville,Alabama,32.6356,-86.3261
Stanhope Elmore High School,Millbrook,Alabama,32.4942,-86.3624
Wetumpka High School,Wetumpka,Alabama,32.5525,-86.2225
Elmore County Technical Center,Wetumpka,Alabama,32.5504,-86.2156
Enterprise High School,Enterprise,Alabama,31.328129,-85.869911
Enterprise Career and Technology Center,Enterprise,Alabama,31.3098,-85.8602
Escambia County High School,Atmore,Alabama,31.0065,-87.4866
Flomaton High School,Flomaton,Alabama,31.006,-87.2699
W S Neal High School,East Brewton,Alabama,31.09011,-87.05455
Escambia County Alternative School,Flomaton,Alabama,31.0067,-87.2682
EscambiaBrewton Career Technical Center,Brewton,Alabama,31.1133,-87.0958
Gaston High School,Gadsden,Alabama,34.068314,-85.92684
Glencoe High School,Glencoe,Alabama,33.9677,-85.9353
Sardis High School,Sardis City,Alabama,34.1763,-86.1229
Southside High School,Southside,Alabama,33.920376,-86.033827
West End High School,Walnut Grove,Alabama,34.0638,-86.3025
Career Technical Center,Attalla,Alabama,33.9963,-86.1049
Hokes Bluff High School,Hokes Bluff,Alabama,34.013,-85.8694
Eufaula High School,Eufaula,Alabama,31.919296,-85.139098
Hope Academy,Eufaula,Alabama,31.919296,-85.139098
Fairfield High Preparatory School,Fairfield,Alabama,33.491187,-86.908318
Fairfield Area Vocational School,Fairfield,Alabama,33.491187,-86.908318
Berry High School,Berry,Alabama,33.663,-87.599
Fayette County High School,Fayette,Alabama,33.7031,-87.8218
Florence High School,Florence,Alabama,34.8345,-87.6633
Florence Learning Center,Florence,Alabama,34.7967,-87.6837
Fort Payne High School,Fort Payne,Alabama,34.487696,-85.674157
Phil Campbell High School,Phil Campbell,Alabama,34.349411,-87.706847
Red Bay High School,Red Bay,Alabama,34.4354,-88.1381
Franklin County Career Technical Center,Russellville,Alabama,34.475756,-87.864784
Tharptown High School,Russellville,Alabama,34.525786,-87.619756
C I T Y Program,Gadsden,Alabama,34.004712,-85.98933
Gadsden City Alternative School,Gadsden,Alabama,34.012556,-86.021729
Gadsden City High School,Gadsden,Alabama,33.995108,-86.037233
Geneva High School,Geneva,Alabama,31.0439,-85.8813
Geneva County High School,Hartford,Alabama,31.095832,-85.700153
Samson High School,Samson,Alabama,31.117792,-86.049316
Slocomb High School,Slocomb,Alabama,31.098483,-85.601606
Geneva Regional Career Technical Center,Geneva,Alabama,31.048206,-85.89415
Greene County High School,Eutaw,Alabama,32.823597,-87.931421
Peter J Kirksey Career Center,Eutaw,Alabama,32.8464,-87.9187
Greene County Career Center,Eutaw,Alabama,32.82487,-87.93291
Guntersville High School,Guntersville,Alabama,34.32,-86.3136
Hale County High School,Moundville,Alabama,32.99897,-87.62055
College and Career Academy,Greensboro,Alabama,32.722732,-87.592676
Greensboro High School,Greensboro,Alabama,32.70837,-87.588282
Haleyville High School,Haleyville,Alabama,34.2253,-87.6069
Haleyville Center Of Technology,Haleyville,Alabama,34.2249,-87.6075
Hartselle High School,Hartselle,Alabama,34.455413,-86.921392
Abbeville High School,Abbeville,Alabama,31.5821,-85.2782
Headland High School,Headland,Alabama,31.3485,-85.3397
Homewood High School,Homewood,Alabama,33.4605,-86.7905
Ashford High School,Ashford,Alabama,31.183743,-85.23222
Cottonwood High School,Cottonwood,Alabama,31.056759,-85.301665
Houston County High School,Columbia,Alabama,31.293671,-85.113249
Rehobeth High School,Dothan,Alabama,31.1209,-85.4593
Wicksburg High School,Newton,Alabama,31.2256,-85.6333
Houston County Area Vocational Center,Dothan,Alabama,31.22592,-85.400933
Virgil Grissom High School,Huntsville,Alabama,34.642713,-86.576568
Huntsville High School,Huntsville,Alabama,34.7135,-86.5835
Lee High School,Huntsville,Alabama,34.754963,-86.578303
New Century Technology High School,Huntsville,Alabama,34.754963,-86.578303
Huntsville Center For Technology,Huntsville,Alabama,34.703326,-86.602294
Columbia High School,Huntsville,Alabama,34.7232,-86.6993
Jemison High School,Huntsville,Alabama,34.786091,-86.614954
Epruett Center Of Technology,Hollywood,Alabama,34.7211,-85.9584
North Jackson High School,Stevenson,Alabama,34.899385,-85.790145
Jacksonville High School,Jacksonville,Alabama,33.7881,-85.7784
Jasper High School,Jasper,Alabama,33.834314,-87.257794
ClayChalkville High School,Pinson,Alabama,33.6954,-86.6023
Corner High School,Dora,Alabama,33.761592,-86.967166
Center Point High School,Center Point,Alabama,33.658482,-86.699674
Fultondale High School,Warrior,Alabama,33.627221,-86.775905
Gardendale High School,Gardendale,Alabama,33.647276,-86.812093
Hueytown High School,Hueytown,Alabama,33.430701,-87.034282
McAdory High School,McCalla,Alabama,33.3308,-87.0011
Mortimer Jordan High School,Kimberly,Alabama,33.786302,-86.766115
Oak Grove High School,Bessemer,Alabama,33.469711,-87.159713
Pinson Valley High School,Pinson,Alabama,33.703553,-86.669316
Pleasant Grove High School,Pleasant Grove,Alabama,33.497501,-86.997203
Shades Valley High School,Irondale,Alabama,33.5418,-86.6674
Minor High School,Adamsville,Alabama,33.5764,-86.9276
Lamar County School Of Technology,Vernon,Alabama,33.7457,-88.1097
Lanett Senior High School,Lanett,Alabama,32.8566,-85.1971
Allen Thornton Career Technical Center,Killen,Alabama,34.8606,-87.4426
Brooks High School,Killen,Alabama,34.8579,-87.494
Central High School,Florence,Alabama,34.896864,-87.796059
Lauderdale County High School,Rogersville,Alabama,34.828233,-87.290232
Lexington High School,Lexington,Alabama,34.967822,-87.374157
Rogers High School,Florence,Alabama,34.962905,-87.522186
Wilson High School,Florence,Alabama,34.926442,-87.670626
The Judy Jester Learning Center,Moulton,Alabama,34.477356,-87.296446
Hatton High School,Town Creek,Alabama,34.561365,-87.415366
Lawrence County High School,Moulton,Alabama,34.475617,-87.298443
Lawrence County Career Technical Center,Moulton,Alabama,34.4767,-87.2967
East Lawrence High School,Trinity,Alabama,34.56667,-87.173644
Lawrence County Developmental,Trinity,Alabama,34.56667,-87.173644
Beauregard High School,Opelika,Alabama,32.5496,-85.3727
Beulah High School,Valley,Alabama,32.7108,-85.1882
Loachapoka High School,Loachapoka,Alabama,32.589056,-85.579499
Smiths Station High School,Smiths Station,Alabama,32.521416,-85.080214
Ardmore High School,Ardmore,Alabama,34.9881,-86.8478
Clements High School,Athens,Alabama,34.802,-87.1838
East Limestone High School,Athens,Alabama,34.783,-86.8334
Tanner High School,Tanner,Alabama,34.7327,-86.9743
West Limestone High School,Lester,Alabama,34.9396,-87.1238
Limestone County Area Vocational Technology,Athens,Alabama,34.7768,-86.9621
Elkmont High School,Elkmont,Alabama,34.931313,-86.969672
Linden High School,Linden,Alabama,32.309751,-87.797303
Calhoun High School,Letohatchee,Alabama,32.058426,-86.55146
Central High School,Hayneville,Alabama,32.152554,-86.681471
Lowndes County Career Technical Center,Hayneville,Alabama,32.153319,-86.680962
Project Success Learning Center,Hayneville,Alabama,32.153319,-86.680962
Booker T Washington High,Tuskegee,Alabama,32.4006,-85.7336
Macon County Area Vocational School,Tuskegee Inst,Alabama,32.430517,-85.719542
Madison County High School,Gurley,Alabama,34.7376,-86.432
Hazel Green High School,Hazel Green,Alabama,34.9376,-86.5699
New Hope High School,New Hope,Alabama,34.5403,-86.4038
Sparkman High School,Harvest,Alabama,34.8343,-86.7156
Madison County Career Technical Center,Huntsville,Alabama,34.785501,-86.521407
Buckhorn High School,New Market,Alabama,34.8703,-86.4553
Marion County High School,Guin,Alabama,33.97409,-87.915616
Hackleburg High School,Hackleburg,Alabama,34.280192,-87.833809
Hamilton High School,Hamilton,Alabama,34.1395,-87.9905
Phillips High School,Bear Creek,Alabama,34.2793,-87.6974
Marion County Alternative School,Hamilton,Alabama,34.116154,-87.996594
Midfield High School,Midfield,Alabama,33.450742,-86.915913
Midfield Area Vocational Department,Midfield,Alabama,33.450742,-86.915913
Ben C Rain High School,Mobile,Alabama,30.6072,-88.0735
Baker High School,Mobile,Alabama,30.6695,-88.2517
Mattie T Blount High School,Eight Mile,Alabama,30.779186,-88.178953
Citronelle High School,Citronelle,Alabama,31.095114,-88.237389
WP Davidson High School,Mobile,Alabama,30.6628,-88.1465
Mary G Montgomery High School,Semmes,Alabama,30.7803,-88.2785
Murphy High School,Mobile,Alabama,30.6828,-88.0867
John L Leflore Magnet School,Mobile,Alabama,30.7142,-88.0865
CF Vigor High School,Prichard,Alabama,30.7432,-88.0807
Lillie B Williamson High School,Mobile,Alabama,30.669379,-88.074318
Alma Bryant High School,Irvington,Alabama,30.4421,-88.2802
TL Faulkner  School,Prichard,Alabama,30.7406,-88.0823
George H Bryant VocationalAgricultural Center,Irvington,Alabama,30.5047,-88.209
Continuous Learning Center,Mobile,Alabama,30.7021,-88.0819
Theodore High School,Theodore,Alabama,30.5446,-88.1857
Evening Educational Options,Mobile,Alabama,30.628199,-88.085556
Citronelle Center for Advanced Technology,Citronelle,Alabama,31.093364,-88.235874
Monroe County High School,Monroeville,Alabama,31.484,-87.3339
Monroe County Careertechnical Center,Monroeville,Alabama,31.4839,-87.334598
Booker T Washington Magnet High School,Montgomery,Alabama,32.34839,-86.355442
McIntyre Comprehensive Academy,Montgomery,Alabama,32.36091,-86.331981
Carver Senior High School,Montgomery,Alabama,32.349264,-86.325149
Jefferson Davis High School,Montgomery,Alabama,32.3432,-86.2626
Lee High School,Montgomery,Alabama,32.378702,-86.271649
Lanier Senior High School,Montgomery,Alabama,32.3558,-86.3101
Loveless Academic Magnet Program High School,Montgomery,Alabama,32.331029,-86.247158
Brewbaker Technology Magnet High School,Montgomery,Alabama,32.323758,-86.219659
Park Crossing High School,Montgomery,Alabama,32.313749,-86.173342
Montgomery Preparatory Academy for Career Technologies,Montgomery,Alabama,32.329029,-86.245744
Danville High School,Danville,Alabama,34.4168,-87.0935
Falkville High School,Falkville,Alabama,34.3663,-86.9123
Priceville High School,Decatur,Alabama,34.550065,-86.896765
West Morgan High School,Trinity,Alabama,34.5853,-87.0795
Morgan County Schools Technology Park,Somerville,Alabama,34.413285,-86.705017
Morgan County Learning Center,Hartselle,Alabama,34.44874,-86.843235
Albert P Brewer High School,Somerville,Alabama,34.413285,-86.705017
Mountain Brook High School,Mountain Brook,Alabama,33.491317,-86.711931
Muscle Shoals High School,Muscle Shoals,Alabama,34.743045,-87.646949
Muscle Shoals Career Academy,Muscle Shoals,Alabama,34.741994,-87.643601
Oneonta High School,Oneonta,Alabama,33.933883,-86.497175
Opelika High School,Opelika,Alabama,32.668149,-85.369438
Opp High School,Opp,Alabama,31.2886,-86.2395
Oxford High School,Oxford,Alabama,33.611216,-85.831382
Oxford Area Vocational School,Oxford,Alabama,33.611216,-85.831382
Carroll High School,Ozark,Alabama,31.459527,-85.625957
Carroll High School Career Center,Ozark,Alabama,31.461479,-85.629674
Pell City High School,Pell City,Alabama,33.583875,-86.294403
Central High School,Phenix City,Alabama,32.485,-85.0397
Aliceville High School,Aliceville,Alabama,33.1235,-88.1483
Pickens County High School,Reform,Alabama,33.375263,-88.014678
Gordo High School,Gordo,Alabama,33.325,-87.9067
Ladow Technical Center,Carrollton,Alabama,33.255347,-88.168439
Piedmont High School,Piedmont,Alabama,33.928973,-85.622573
Pike County High School,Brundidge,Alabama,31.7112,-85.8179
Goshen High School,Goshen,Alabama,31.722991,-86.123928
TroyPike Center For Technology,Troy,Alabama,31.810953,-85.951993
Pike County Alternative Learning Center,Troy,Alabama,31.806302,-85.972906
Randolph County High School,Wedowee,Alabama,33.311588,-85.478044
Woodland High School,Woodland,Alabama,33.373704,-85.39296
RandolphRoanoke Career Technology Center,Wedowee,Alabama,33.2977,-85.4818
Handley High School,Roanoke,Alabama,33.149524,-85.372051
RandolphRoanoke Career Technology Center,Wedowee,Alabama,33.2977,-85.4819
Alternative Learning Center,Seale,Alabama,32.316973,-85.169675
Russell County High School,Seale,Alabama,32.33355,-85.149941
Russellville High School,Russellville,Alabama,34.524949,-87.739349
Russellville City Career Tech Center,Russellville,Alabama,34.524949,-87.739349
Scottsboro High School,Scottsboro,Alabama,34.6728,-86.0027
Selma High School,Selma,Alabama,32.428416,-87.022637
Saints Virtual Academy,Selma,Alabama,32.428942,-87.023827
Sheffield High School,Sheffield,Alabama,34.7693,-87.6903
Calera High,Calera,Alabama,33.092001,-86.767236
Chelsea High School,Chelsea,Alabama,33.333645,-86.680505
Shelby County High School,Columbiana,Alabama,33.1793,-86.6001
Montevallo High School,Montevallo,Alabama,33.1039,-86.8604
Vincent Middle High School,Vincent,Alabama,33.383227,-86.414454
Oak Mountain High School,Birmingham,Alabama,33.3665,-86.7342
Career Technical Education Center,Columbiana,Alabama,33.178093,-86.630883
New Direction,Columbiana,Alabama,33.178093,-86.630883
Helena High School,Helena,Alabama,33.276126,-86.869538
Eden Area Technical Center,Ashville,Alabama,33.783196,-86.276151
Ashville High School,Ashville,Alabama,33.818935,-86.26686
Saint Clair County High School,Odenville,Alabama,33.703272,-86.370328
Springville High School,Springville,Alabama,33.784436,-86.438805
Moody High School,Moody,Alabama,33.6111,-86.4599
BellBrown Career Technical Center,Livingston,Alabama,32.613088,-88.184794
Sumter Central High School,York,Alabama,32.55001,-88.229327
Sylacauga High School,Sylacauga,Alabama,33.1768,-86.2514
Talladega High School,Talladega,Alabama,33.423001,-86.077443
Talladega Career Technical Center,Talladega,Alabama,33.42228,-86.077421
BB Comer Memorial High School,Sylacauga,Alabama,33.178673,-86.258055
Childersburg High School,Childersburg,Alabama,33.273707,-86.341611
Lincoln High School,Lincoln,Alabama,33.6345,-86.1022
Talladega County Central High,Talladega,Alabama,33.4915,-86.1602
Munford High School,Munford,Alabama,33.5249,-85.9483
Winterboro High School,Alpine,Alabama,33.321311,-86.197331
Dadeville High School,Dadeville,Alabama,32.8296,-85.7545
Reeltown High School,Notasulga,Alabama,32.603005,-85.802592
Edward Bell Career Technical Center,Camp Hill,Alabama,32.80457,-85.644125
Tallassee High School,Tallassee,Alabama,32.537,-85.8973
Tarrant High School,Tarrant,Alabama,33.614075,-86.773092
Thomasville High School,Thomasville,Alabama,31.8857,-87.7367
Alternative Learning Center,Troy,Alabama,31.813,-85.9624
Charles Henderson High School,Troy,Alabama,31.802093,-85.947971
TroyPike Regional Center For Technology,Troy,Alabama,31.810953,-85.951993
Tuscaloosa Career and Technology Academy,Tuscaloosa,Alabama,33.187067,-87.579012
Central High School,Tuscaloosa,Alabama,33.1982,-87.5491
Paul W Bryant High School,Cottondale,Alabama,33.1576,-87.453
Northridge High School,Tuscaloosa,Alabama,33.2443,-87.5275
Hillcrest High School,Tuscaloosa,Alabama,33.13,-87.5378
Tuscaloosa County Juvenile Detention Center,Tuscaloosa,Alabama,33.152376,-87.521824
Brookwood High School,Brookwood,Alabama,33.257211,-87.312103
Holt High School,Tuscaloosa,Alabama,33.219499,-87.476899
Northside High School,Northport,Alabama,33.4702,-87.6331
Tuscaloosa County High School,Northport,Alabama,33.3078,-87.6084
Sipsey Valley High School,Buhl,Alabama,33.193075,-87.733971
Deshler High School,Tuscumbia,Alabama,34.738515,-87.701957
Deshler Career Technical Center,Tuscumbia,Alabama,34.7387,-87.7009
Vestavia Hills High School,Vestavia Hills,Alabama,33.419277,-86.780231
Carbon Hill High School,Carbon Hill,Alabama,33.903659,-87.50535
Walker County Center Of Technology,Jasper,Alabama,33.834386,-87.262509
Cordova High School,Cordova,Alabama,33.766139,-87.183547
Curry High School,Jasper,Alabama,33.958258,-87.215813
Dora High School,Dora,Alabama,33.7502,-87.0618
Oakman High School,Oakman,Alabama,33.7197,-87.38558
Washington County Career Technical Center,Chatom,Alabama,31.453181,-88.204357
Washington County High School,Chatom,Alabama,31.46182,-88.251362
McIntosh High School,McIntosh,Alabama,31.254091,-88.024996
Wilcox Central High School,Camden,Alabama,32.007064,-87.322367
Winfield High School,Winfield,Alabama,33.9415,-87.8209
Winston County Technical Center,Double Springs,Alabama,34.165028,-87.399062
Addison High School,Addison,Alabama,34.205237,-87.182667
Winston County High School,Double Springs,Alabama,34.164792,-87.39719
Lynn High School,Lynn,Alabama,34.045134,-87.547244
Meek High School,Arley,Alabama,34.079762,-87.213166
Orange Beach MiddleHigh School,Orange Beach,Alabama,30.28955,-87.618274
Bethel Regional High School,Bethel,Alaska,60.802584,-161.770398
Kuskokwim Learning Academy,Bethel,Alaska,60.796131,-161.765194
Bethel Youth Facility,Bethel,Alaska,60.786936,-161.786984
Mt. Edgecumbe High School,Sitka,Alaska,57.050928,-135.351918
Bristol Bay Middle/High School,Naknek,Alaska,58.733307,-157.004582
Cordova Jr/Sr High School,Cordova,Alaska,60.540335,-145.758854
Glennallen Jr/Sr High School,Glennallen,Alaska,62.11293,-145.526532
Craig High School,Craig,Alaska,55.488495,-133.128001
Delta Junction Senior High School,Delta Junction,Alaska,64.042597,-145.714013
Dillingham Middle/High School,Dillingham,Alaska,59.042379,-158.464858
Galena Interior Learning Academy (GILA),Galena,Alaska,64.741777,-156.954394
Sidney C. Huntington Jr/Sr High School,Galena,Alaska,64.746135,-156.878509
Ketchikan High School,Ketchikan,Alaska,55.353558,-131.677936
Revilla Jr/Sr High School,Ketchikan,Alaska,55.354597,-131.682928
Bartlett High School,Anchorage,Alaska,61.232204,-149.7332
Chugiak High School,Chugiak,Alaska,61.369301,-149.534616
Dimond High School,Anchorage,Alaska,61.142796,-149.935215
Bettye Davis East Anchorage High School,Anchorage,Alaska,61.199754,-149.805025
S.A.V.E. High School,Anchorage,Alaska,61.169684,-149.874234
Benson Secondary/S.E.A.R.C.H.,Anchorage,Alaska,61.179553,-149.759556
Steller Secondary School,Anchorage,Alaska,61.197755,-149.893314
West High School,Anchorage,Alaska,61.200929,-149.917099
The New Path High School,Anchorage,Alaska,61.218491,-149.85702
Martin Luther King Jr. Technical High School,Anchorage,Alaska,61.193123,-149.832869
McLaughlin Secondary School,Anchorage,Alaska,61.186973,-149.833637
South Anchorage High School,Anchorage,Alaska,61.100283,-149.808494
Eagle River High School,Eagle River,Alaska,61.298507,-149.57236
Service High School,Anchorage,Alaska,61.139047,-149.781301
Highland Academy Charter,Anchorage,Alaska,61.193958,-149.775759
Alaska Middle College School,Eagle River,Alaska,61.193123,-149.832869
Juneau-Douglas High School: Yadaa.at KalT,Juneau,Alaska,58.305326,-134.429418
Johnson Youth Center,Juneau,Alaska,58.329568,-134.467695
Thunder Mountain High School,Juneau,Alaska,58.379312,-134.591021
Yaakoosge Daakahidi Alt. H.S.,Juneau,Alaska,58.303484,-134.42692
Pacific High School,Sitka,Alaska,57.051582,-135.330326
Sitka High School,Sitka,Alaska,57.062237,-135.34095
Haines High School,Haines,Alaska,59.234574,-135.453573
Kenai Alternative High School,Kenai,Alaska,60.553799,-151.253696
Homer Flex School,Homer,Alaska,59.649981,-151.518955
Homer High School,Homer,Alaska,59.651868,-151.528097
Marathon School,Kenai,Alaska,60.567003,-151.232337
